,onset,duration,description
0,2020-07-30 11:02:41.000000,3.0007260776078755,BAD_
1,2020-07-30 11:02:46.628491,1.0647368421052628,BAD_
2,2020-07-30 11:02:48.649404,1.682701754385965,BAD_
3,2020-07-30 11:02:50.676491,1.916526315789472,BAD_
4,2020-07-30 11:02:53.615088,2.4693959285864864,BAD_
5,2020-07-30 11:03:40.765055,1.6929664758630736,BAD_
6,2020-07-30 11:05:05.659707,2.2124780655434506,BAD_
7,2020-07-30 11:07:17.686907,3.7419483905366064,BAD_
8,2020-07-30 11:07:28.561064,1.9323169086575265,BAD_
